pH,EC,TDS,Temperature,DissolvedOxygen,Moisture,Label
8.3,322.5,218.1,26.8,6.42,34.8,1
7.26,205.5,97.5,24.6,6.21,29.0,1
6.8,324.4,140.1,20.8,8.22,28.7,1
6.77,381.8,253.1,31.7,4.17,35.2,0
5.75,415.5,408.2,23.9,8.03,37.9,0
7.71,152.9,238.2,23.9,5.65,30.6,1
6.94,563.6,126.6,25.5,6.69,41.2,1
6.86,392.1,170.6,30.2,5.61,36.6,1
9.55,299.8,202.5,20.0,5.16,12.1,0
7.24,430.7,172.0,25.8,6.58,16.0,1
6.4,583.8,272.2,31.3,7.25,41.8,0
6.66,127.4,217.4,25.4,6.57,27.5,1
7.92,273.0,272.6,21.3,5.35,31.6,1
7.09,14.6,174.8,23.1,10.33,41.4,1
5.85,323.1,306.0,25.6,7.44,29.9,0
7.74,343.8,186.7,29.0,7.12,30.4,1
6.47,295.3,122.3,24.0,5.58,21.3,0
8.5,221.5,374.2,27.5,5.25,33.7,1
7.86,54.1,54.0,20.7,5.66,35.9,1
6.64,344.8,140.9,20.7,7.3,24.2,1
8.02,474.7,149.8,23.6,4.81,20.8,0
7.05,229.1,400.7,29.3,4.72,56.3,0
7.68,352.8,344.5,25.2,6.65,29.1,1
7.39,111.8,319.5,25.9,6.38,23.2,1
6.32,354.9,173.5,25.8,5.08,37.1,0
6.49,252.8,394.1,28.3,4.69,29.5,0
7.82,208.5,229.5,23.2,7.73,19.1,1
6.73,208.8,278.2,27.1,6.43,34.8,1
6.68,252.8,214.4,22.5,4.36,21.5,0
6.24,345.9,196.0,30.9,4.45,45.8,0
7.34,142.5,179.9,22.6,5.57,34.9,1
8.65,252.3,183.2,22.4,6.88,27.2,0
6.15,295.0,248.7,26.6,6.71,31.1,0
7.02,168.1,229.4,25.2,7.36,39.0,1
8.13,515.6,197.5,26.0,4.21,31.9,0
6.94,197.6,320.8,25.7,6.27,51.2,1
7.36,219.7,-37.3,21.7,7.71,41.4,1
6.15,182.6,240.8,29.8,7.6,34.9,0
7.34,515.8,257.4,27.7,6.43,20.6,1
6.85,366.3,291.8,29.1,8.82,28.5,1
7.79,187.6,194.8,23.4,6.73,34.8,1
7.95,432.7,216.6,26.2,7.25,21.8,1
9.07,324.1,278.9,25.6,6.05,42.9,0
7.46,330.9,319.3,28.4,5.06,20.3,1
7.26,258.7,176.0,28.5,4.95,23.6,0
7.16,210.1,221.4,25.6,6.22,24.4,1
6.72,340.5,334.3,20.4,5.75,37.4,1
7.27,234.6,30.1,30.3,3.88,22.0,0
6.76,518.0,144.8,26.7,4.77,12.0,0
7.13,147.7,317.3,23.2,5.62,40.9,1
8.05,484.3,287.4,26.2,6.87,25.6,1
6.19,286.6,241.8,20.5,5.98,19.3,0
7.91,335.9,164.1,28.2,5.91,22.5,1
8.05,400.0,129.5,20.6,4.82,47.2,0
6.91,224.4,152.7,24.3,6.03,23.4,1
5.3,403.7,323.8,25.7,7.58,28.8,0
6.51,-24.9,149.7,28.1,6.19,25.5,1
8.04,213.6,208.1,25.3,4.19,17.7,0
6.98,189.1,139.7,26.9,4.5,22.6,0
6.2,149.6,267.4,24.9,6.71,17.0,0
6.6,274.2,156.9,24.9,5.73,39.6,1
7.67,346.3,192.2,25.3,5.91,31.0,1
7.44,384.3,65.3,24.4,5.26,54.8,1
6.81,328.9,70.9,19.9,6.6,22.9,1
6.71,220.1,200.6,22.7,5.64,21.4,1
6.69,344.3,94.0,25.7,5.78,45.3,1
6.26,314.9,368.4,24.3,4.98,40.6,0
8.29,412.3,35.1,24.5,7.11,33.8,1
6.74,393.2,136.0,24.0,5.73,18.9,1
7.97,303.7,201.3,22.4,6.73,47.4,1
8.22,192.3,170.8,23.5,4.57,29.3,0
7.8,221.6,111.7,24.1,8.08,25.7,1
6.65,234.0,123.4,25.0,7.53,41.4,1
7.32,262.2,120.7,26.2,3.71,29.8,0
6.98,332.2,177.1,24.5,5.04,18.3,1
6.28,385.8,356.2,21.9,6.57,30.4,0
7.26,293.9,206.2,20.8,4.42,22.2,0
6.06,301.9,294.6,32.8,5.84,-0.1,0
7.95,317.2,240.6,21.6,6.51,21.2,1
6.63,238.1,289.1,23.4,5.78,24.7,1
7.16,189.0,-24.0,26.6,6.65,18.4,1
7.23,89.3,175.6,26.1,5.17,35.8,1
6.79,216.6,304.6,26.6,3.31,22.2,0
7.47,356.8,154.3,23.7,7.18,34.8,1
6.62,215.7,341.0,25.7,7.17,17.7,1
7.7,271.5,318.7,25.2,9.0,39.1,1
5.92,356.0,162.5,24.1,3.35,17.2,0
7.1,362.5,159.7,25.7,6.9,6.6,1
8.55,170.5,118.9,28.2,3.64,42.4,0
6.2,419.6,149.6,24.9,8.11,21.4,0
6.46,435.3,101.4,25.0,6.59,47.6,0
7.41,164.4,234.3,28.2,4.86,35.6,0
7.14,201.1,83.5,27.9,6.94,37.9,1
7.28,442.9,248.3,29.8,5.34,40.5,1
7.39,282.4,250.2,19.7,6.36,31.1,1
7.51,33.6,67.1,27.7,6.25,31.2,1
7.89,132.0,324.0,26.8,8.09,42.8,1
7.33,270.1,241.1,22.3,8.18,31.1,1
6.81,160.4,260.0,25.8,5.28,22.7,1
7.54,250.4,139.3,28.2,7.27,35.9,1
8.52,303.9,249.8,22.5,6.43,8.9,0
6.89,475.5,290.1,26.3,4.3,43.2,0
6.22,265.1,192.1,27.6,5.16,43.4,0
7.89,428.7,360.2,21.8,8.8,42.0,1
6.9,471.5,203.5,24.6,6.43,41.6,1
5.26,472.1,291.3,25.9,7.2,29.2,0
7.68,334.2,223.4,22.6,5.75,28.9,1
6.57,64.4,246.8,22.4,5.35,17.7,1
6.93,355.3,66.3,24.6,6.03,47.5,1
7.27,425.8,229.7,27.4,5.68,25.1,1
7.15,290.3,141.2,26.9,4.21,33.4,0
7.57,509.4,132.3,22.4,4.8,32.5,0
6.65,403.2,339.5,27.0,6.85,16.6,1
7.41,368.2,182.9,22.5,5.54,12.6,1
6.79,430.4,119.7,20.2,6.03,30.1,1
7.59,340.0,171.3,23.9,6.28,25.5,1
7.49,0.9,96.0,28.4,6.38,29.1,1
6.25,240.1,314.7,27.0,7.38,40.7,0
7.87,443.7,144.3,25.0,4.68,32.2,0
6.57,203.1,242.3,23.7,6.68,37.6,1
7.65,273.2,308.5,23.8,6.91,34.5,1
7.29,174.6,160.0,25.3,7.18,26.8,1
8.47,514.1,242.6,21.8,4.3,20.0,0
6.82,501.8,117.6,24.0,6.31,32.6,1
6.72,193.9,395.7,24.4,8.06,30.8,1
6.98,317.7,274.9,20.9,5.88,39.2,1
6.76,218.3,184.6,22.5,6.58,28.5,1
7.64,373.8,138.2,26.2,6.94,27.0,1
5.71,361.2,190.9,25.0,4.77,27.7,0
6.16,397.4,172.8,24.1,8.2,20.8,0
6.15,339.8,356.2,22.3,6.6,44.5,0
7.76,652.2,102.0,29.7,6.62,41.4,1
8.37,176.6,210.8,22.5,4.01,17.9,0
6.92,94.7,198.5,25.8,6.95,38.0,1
6.86,252.8,190.6,23.5,6.61,11.5,1
7.06,111.8,191.3,25.1,7.95,39.9,1
7.93,120.9,190.7,26.4,5.63,23.0,1
6.26,179.8,269.8,20.9,4.81,33.6,0
7.19,189.3,248.7,25.0,5.18,10.7,1
7.78,185.4,233.5,28.6,5.39,18.0,1
7.4,362.2,-42.7,30.3,4.66,34.7,0
7.15,239.3,224.0,24.6,7.55,23.0,1
7.8,278.5,67.5,25.1,7.59,21.6,1
4.84,407.3,251.7,31.6,5.77,44.0,0
7.54,208.0,318.0,28.4,5.53,52.1,1
6.48,268.3,125.9,23.1,3.82,39.4,0
5.54,343.9,179.1,23.1,6.84,19.1,0
7.41,67.0,152.1,27.9,7.98,47.6,1
8.1,13.8,298.8,22.0,5.24,14.4,1
6.89,341.5,207.6,28.3,5.86,27.0,1
7.76,359.0,338.3,26.0,6.52,30.5,1
8.29,547.7,233.1,26.6,8.07,49.2,1
8.05,319.0,219.4,24.2,6.24,39.1,1
8.31,398.4,205.5,23.1,6.23,25.4,1
7.59,276.5,265.4,29.4,6.22,20.6,1
7.06,335.7,61.0,24.3,4.29,40.0,0
5.72,500.1,206.8,23.8,4.26,24.7,0
6.8,45.1,194.4,24.8,5.03,32.2,1
6.33,349.6,258.0,25.6,7.22,16.3,0
8.74,556.3,185.0,21.9,5.6,35.7,0
6.86,333.8,116.9,23.3,5.36,34.9,1
7.1,498.1,200.6,23.1,5.34,17.6,1
7.44,224.5,113.4,27.5,5.83,40.3,1
7.03,296.2,46.0,22.3,8.04,35.5,1
8.36,304.0,258.2,19.7,5.82,37.4,1
6.5,33.9,246.3,19.1,5.06,26.2,1
7.16,159.8,237.4,20.6,6.03,31.8,1
6.41,168.4,304.2,29.1,8.11,30.6,0
5.94,398.6,146.8,25.0,5.4,28.5,0
6.51,404.7,85.5,26.5,4.58,31.7,0
6.97,338.9,194.4,26.6,5.4,42.6,1
6.66,398.9,172.2,25.2,6.15,40.7,1
6.45,280.3,132.6,24.8,6.83,18.2,0
5.87,444.2,193.6,28.1,7.21,39.9,0
6.93,301.1,151.1,25.4,4.75,41.9,0
5.8,306.9,53.1,29.2,4.86,28.5,0
7.61,268.1,164.7,26.9,5.61,35.1,1
7.07,382.1,109.1,23.1,6.82,34.9,1
5.83,249.5,218.5,23.5,4.49,21.5,0
6.75,417.2,147.5,22.8,5.27,26.2,1
6.4,164.1,288.9,28.7,5.29,37.5,0
7.26,168.1,328.3,23.8,7.13,25.0,1
8.07,382.5,254.4,22.6,6.63,39.8,1
5.5,289.4,75.9,26.0,7.08,43.0,0
7.09,245.5,320.4,24.7,7.61,41.4,1
6.87,406.8,326.1,25.9,5.63,49.8,1
7.54,227.1,201.5,30.7,4.58,29.1,0
7.17,276.0,305.8,27.7,4.58,31.8,0
6.4,467.9,155.9,25.1,3.79,33.2,0
6.74,484.7,50.7,20.8,5.45,29.4,1
6.36,488.7,139.2,23.5,5.54,35.4,0
7.86,266.1,338.3,27.1,6.95,12.9,1
7.02,447.7,80.7,21.5,6.02,32.0,1
8.52,186.1,200.0,31.4,5.41,16.2,0
6.95,191.2,202.7,25.0,5.86,20.4,1
6.43,17.9,159.0,25.1,4.75,37.3,0
5.79,500.7,164.5,23.0,7.23,28.0,0
5.56,196.3,205.8,26.5,5.06,37.0,0
5.73,284.8,155.0,21.5,4.63,27.8,0
7.21,190.8,86.2,31.5,6.98,41.1,1
7.41,383.4,217.2,29.0,6.69,27.6,1
5.74,254.9,285.9,28.0,3.93,10.5,0
7.72,143.4,269.6,20.8,7.03,32.3,1
6.61,353.0,135.2,25.6,5.11,8.3,1
7.12,128.0,99.9,28.6,5.55,15.5,1
8.29,199.5,177.3,26.8,6.22,21.2,1
7.72,47.2,325.4,22.0,6.7,19.9,1
6.79,129.1,251.6,23.0,6.53,24.5,1
6.29,321.4,256.3,23.6,5.94,19.6,0
5.28,64.3,271.2,23.2,5.49,15.9,0
6.42,122.3,233.7,29.6,6.49,45.4,0
6.83,299.7,209.6,19.2,5.86,23.2,1
6.21,234.8,253.0,27.0,8.17,7.7,0
6.89,539.0,156.3,21.1,6.7,26.4,1
7.06,520.1,86.8,22.1,4.89,18.8,0
6.82,195.8,257.8,19.0,5.43,21.2,1
6.48,366.9,299.0,23.4,6.06,37.1,0
7.13,389.9,110.5,29.5,7.56,25.5,1
7.35,228.3,265.8,25.8,7.69,18.5,1
6.13,120.5,334.5,21.4,5.52,34.5,0
8.13,298.5,199.8,28.1,4.88,41.5,0
6.92,279.3,134.6,28.7,4.73,35.4,0
7.02,247.7,209.8,25.3,6.3,5.5,1
7.57,353.1,156.0,31.1,8.76,18.9,1
7.19,209.9,150.7,27.5,6.65,30.5,1
7.76,161.8,234.7,27.0,4.09,27.6,0
7.23,313.1,71.7,22.6,5.13,26.7,1
6.51,346.3,84.5,26.9,5.25,20.2,1
7.29,158.8,201.5,25.7,5.01,15.9,1
6.09,411.4,198.2,26.6,5.53,50.1,0
7.09,87.5,227.5,22.9,6.44,30.3,1
6.97,230.6,350.0,25.4,6.82,36.4,1
6.83,269.0,208.4,22.5,7.31,30.1,1
6.9,223.7,247.9,18.6,6.63,30.5,1
5.49,232.2,122.0,28.0,3.66,29.4,0
6.56,524.5,261.4,20.5,4.73,18.8,0
7.07,197.9,157.9,25.3,5.81,14.9,1
7.13,592.9,205.7,26.0,6.18,33.9,1
6.18,352.5,191.3,26.0,7.03,31.9,0
8.01,311.0,282.6,24.2,6.05,39.4,1
6.31,357.1,95.2,25.8,6.06,37.4,0
7.78,603.6,17.3,26.4,6.29,21.9,1
7.34,180.8,182.9,27.2,5.69,41.3,1
6.48,165.5,237.5,30.2,6.1,37.7,0
8.42,209.4,212.2,25.7,7.35,36.9,1
6.05,303.9,298.6,25.2,5.9,52.5,0
7.74,92.9,235.0,22.3,5.96,50.4,1
7.8,302.7,154.9,26.3,5.96,36.9,1
6.46,503.2,14.0,27.0,7.56,35.7,0
8.11,318.2,181.0,24.4,4.67,40.8,0
6.8,264.9,282.2,26.6,8.13,24.2,1
7.23,225.8,168.6,24.1,4.59,24.3,0
7.21,407.8,202.3,27.0,5.21,36.7,1
6.89,200.9,233.7,27.7,6.89,21.4,1
7.65,521.6,118.8,27.7,7.24,35.9,1
7.63,532.0,249.9,25.4,4.32,31.6,0
5.6,330.8,331.0,21.9,4.69,21.4,0
8.04,298.6,186.2,23.2,6.33,30.3,1
5.67,423.7,109.7,26.8,8.81,43.1,0
7.83,431.4,194.7,32.3,7.5,30.8,1
7.9,203.3,22.0,24.0,5.7,30.9,1
6.13,236.8,227.0,26.4,3.1,33.3,0
6.67,141.3,236.2,23.3,6.1,34.6,1
6.12,349.1,334.1,22.1,6.43,26.7,0
6.83,380.0,184.5,23.0,5.54,33.5,1
6.75,138.0,232.7,18.8,4.98,19.5,0
7.62,245.4,131.1,29.1,6.19,22.0,1
8.05,138.3,171.5,18.3,4.87,23.3,0
8.12,192.1,78.0,24.2,8.25,34.7,1
6.55,366.1,184.4,21.5,7.82,31.6,1
6.83,212.0,175.6,22.3,6.79,28.7,1
5.65,263.9,223.9,29.1,6.11,36.9,0
6.36,104.7,150.1,25.6,5.21,33.8,0
7.77,322.4,206.7,22.1,5.98,27.1,1
8.29,294.7,173.3,23.2,7.97,19.6,1
6.01,212.5,173.5,22.7,7.04,21.8,0
6.53,277.3,206.4,24.9,6.24,15.3,1
6.98,321.6,203.2,25.5,7.11,31.4,1
7.22,202.2,260.9,30.7,6.65,21.4,1
6.35,122.8,190.3,19.3,6.48,25.0,0
7.34,516.7,172.0,24.9,7.18,28.7,1
6.62,224.0,185.5,24.1,6.62,40.4,1
6.99,288.4,142.8,27.8,7.03,39.3,1
7.44,421.3,171.2,26.1,6.19,29.5,1
7.01,723.5,362.5,26.8,5.7,42.7,1
6.65,150.7,127.0,26.0,5.34,9.9,1
6.91,354.0,177.7,22.2,5.2,48.8,1
6.93,215.1,169.0,28.6,4.07,36.9,0
6.7,235.3,180.2,27.4,4.91,31.0,0
6.79,213.6,173.5,27.7,4.87,21.1,0
8.28,164.9,222.3,28.8,5.39,25.6,1
7.45,295.0,63.2,26.3,7.87,36.1,1
6.76,123.1,283.0,29.4,5.81,36.3,1
7.56,413.6,250.6,26.1,6.29,36.7,1
6.73,306.6,100.6,24.3,6.33,22.7,1
7.94,350.7,18.5,25.0,7.91,20.7,1
7.3,244.1,121.8,24.9,5.31,32.0,1
6.91,255.9,180.6,23.4,5.73,37.7,1
7.36,334.5,406.4,29.9,5.87,30.0,1
5.74,160.3,243.5,25.9,7.36,44.8,0
6.1,257.0,55.4,25.3,7.61,30.3,0
6.04,196.8,144.8,26.2,6.57,30.0,0
7.11,193.1,195.7,33.9,7.48,36.7,1
8.39,46.8,220.3,21.6,6.21,42.2,1
8.79,460.7,94.8,22.5,5.79,16.5,0
7.51,217.6,189.2,20.9,7.41,18.8,1
7.4,439.6,142.6,24.3,6.59,26.9,1
5.56,428.3,111.7,25.7,5.12,61.6,0
6.57,145.7,220.8,23.6,7.2,27.4,1
6.37,169.4,261.9,23.4,5.75,28.8,0
6.5,607.3,267.3,25.4,5.6,36.2,1
6.87,510.1,246.0,23.5,7.07,39.8,1
6.62,296.2,160.2,25.9,5.89,31.7,1
5.42,330.9,257.2,28.3,6.47,41.6,0
7.6,224.3,224.7,27.0,6.79,18.1,1
6.14,351.9,210.7,27.6,5.06,22.3,0
7.19,213.9,151.1,28.3,6.46,41.6,1
8.66,56.1,160.2,25.8,7.62,30.1,0
6.26,141.4,205.9,24.5,4.85,17.4,0
4.98,302.5,395.2,22.7,6.54,16.8,0
6.77,164.3,224.1,23.8,5.0,21.9,0
7.88,291.9,151.1,23.4,7.23,30.0,1
8.57,171.0,133.4,27.2,7.21,34.7,0
6.02,206.1,160.7,26.0,5.57,26.7,0
7.4,402.4,374.2,27.1,8.65,33.8,1
6.63,329.7,168.1,21.5,7.33,25.6,1
6.92,298.8,272.5,29.3,6.85,42.2,1
9.12,405.5,169.9,23.7,6.78,55.5,0
5.8,357.7,220.9,21.7,7.18,26.1,0
7.2,473.6,263.3,23.7,4.81,34.8,0
7.37,244.8,154.2,32.5,6.23,34.0,1
7.87,248.4,148.7,23.8,6.46,31.4,1
7.08,143.9,332.7,24.0,5.52,36.5,1
7.25,248.5,278.8,24.4,6.56,34.8,1
6.69,415.8,263.3,24.6,7.48,25.3,1
7.22,456.0,263.0,22.7,5.49,43.2,1
6.73,415.2,236.8,25.4,5.93,32.0,1
7.5,84.7,361.4,28.2,5.02,26.2,1
6.7,430.0,203.5,25.9,3.86,54.4,0
7.3,79.4,246.2,21.7,6.93,28.8,1
6.98,407.8,83.9,24.0,5.97,32.5,1
7.9,255.9,134.0,23.3,6.06,31.8,1
6.96,384.3,103.9,25.2,4.82,28.7,0
5.58,140.1,301.9,29.0,5.78,34.5,0
8.01,440.5,-4.2,24.6,7.32,21.6,1
6.28,124.2,167.8,24.7,6.0,36.0,0
6.48,219.8,-39.5,30.3,6.04,12.4,0
6.52,180.2,133.5,27.6,6.25,17.0,1
8.1,89.5,160.7,26.7,4.52,48.3,0
5.29,311.3,310.8,30.9,6.75,17.4,0
9.51,516.7,231.7,26.5,4.49,10.4,0
7.84,620.0,133.3,19.0,4.87,17.7,0
7.18,311.7,285.3,27.5,4.74,47.4,0
6.96,434.0,201.4,20.2,5.79,12.1,1
7.23,327.9,203.0,26.4,5.58,20.4,1
7.42,359.9,103.8,19.9,6.0,15.4,1
7.52,258.9,120.8,23.6,4.91,27.3,0
7.44,323.4,134.0,23.9,7.21,25.6,1
7.07,364.5,203.7,22.7,7.0,25.2,1
6.84,230.6,206.2,24.0,5.79,48.6,1
6.88,290.7,323.5,28.1,5.43,18.0,1
6.84,293.0,230.8,22.9,5.3,29.0,1
7.91,399.2,-16.6,26.6,5.63,33.4,1
7.47,172.1,221.0,22.1,4.32,20.2,0
4.65,293.8,84.0,24.4,4.85,34.9,0
7.52,529.4,122.7,26.0,7.03,26.0,1
7.16,439.7,135.0,22.0,6.36,33.7,1
6.99,461.9,146.9,21.1,7.96,28.9,1
6.69,302.9,90.0,26.5,5.64,9.5,1
7.9,338.5,216.3,28.4,5.57,43.1,1
7.76,420.3,87.1,24.8,5.51,50.7,1
6.38,487.2,228.5,23.6,5.62,28.2,0
7.33,65.8,379.0,25.5,5.21,21.0,1
6.22,142.1,93.7,25.2,6.33,45.1,0
5.9,457.1,177.2,25.7,6.03,48.9,0
6.5,266.8,-1.9,17.4,5.39,28.3,1
7.69,219.4,175.9,21.8,7.5,27.8,1
7.76,149.5,251.4,22.5,8.28,29.2,1
7.41,233.4,257.7,25.5,7.4,13.3,1
7.58,131.7,206.2,25.6,6.67,27.1,1
7.41,550.9,271.1,26.9,6.91,47.1,1
6.49,297.3,403.7,25.8,8.23,28.3,0
7.35,293.0,337.0,21.1,6.91,19.6,1
7.64,370.6,158.2,29.3,5.3,35.0,1
7.6,415.5,83.9,28.8,6.47,23.3,1
7.95,413.5,167.5,21.2,6.75,29.3,1
7.57,428.8,124.2,26.0,4.81,17.3,0
7.28,224.3,236.1,23.2,5.66,19.6,1
7.86,264.3,105.5,25.4,7.32,37.4,1
6.98,392.3,194.2,28.2,3.81,31.2,0
6.29,236.7,267.0,31.4,4.5,22.2,0
6.87,299.4,191.9,27.3,5.79,31.2,1
6.4,347.9,124.3,25.9,6.42,23.9,0
6.46,394.2,294.0,24.0,4.37,22.2,0
6.88,86.7,49.7,25.5,5.85,41.6,1
6.37,385.8,173.8,29.1,7.38,37.8,0
6.75,272.0,196.7,24.9,6.08,29.8,1
5.49,384.9,201.3,22.3,7.13,31.4,0
7.17,393.2,214.4,20.1,5.29,29.9,1
7.0,492.9,248.8,26.5,5.03,34.9,1
6.35,462.4,197.2,25.7,7.02,22.0,0
7.53,461.6,170.6,23.1,6.44,38.6,1
7.75,473.2,167.4,28.1,4.58,33.5,0
5.71,335.0,151.1,23.7,5.04,27.4,0
6.39,303.9,263.0,24.6,7.88,25.1,0
6.38,404.7,148.3,25.0,4.89,38.4,0
6.25,387.8,267.7,23.9,7.12,28.5,0
7.66,262.9,201.5,25.7,5.43,23.0,1
6.84,348.6,158.3,28.5,6.0,26.2,1
6.79,295.8,249.5,21.6,6.35,37.7,1
5.4,197.5,141.8,26.5,3.48,13.9,0
7.51,454.9,251.1,25.5,4.24,26.4,0
6.01,306.6,217.0,25.5,6.1,40.7,0
7.05,545.8,152.3,27.6,5.13,28.3,1
7.22,104.9,242.3,25.1,7.2,32.7,1
8.09,233.2,243.7,26.4,4.07,40.9,0
5.95,303.9,292.6,27.1,6.68,38.9,0
4.58,436.5,277.3,23.5,4.35,25.6,0
7.15,347.9,239.3,25.9,5.58,28.7,1
8.44,337.3,109.8,24.2,4.72,39.0,0
7.99,164.7,395.9,24.6,8.28,39.4,1
7.17,161.2,87.7,24.0,4.39,29.1,0
6.61,338.7,275.9,26.4,5.85,29.5,1
7.65,136.3,234.5,25.2,3.93,32.7,0
6.22,236.2,106.1,26.2,7.92,43.7,0
7.38,360.1,190.1,24.9,6.48,40.7,1
7.4,182.1,193.7,20.2,6.16,36.9,1
7.85,492.6,304.4,25.1,7.77,19.2,1
9.21,446.9,142.9,25.2,6.18,27.3,0
7.31,111.4,179.0,25.7,6.26,27.8,1
6.59,188.1,13.1,23.2,6.16,44.2,1
6.98,25.7,338.8,21.4,6.68,27.6,1
5.58,206.1,114.4,26.9,5.41,42.5,0
6.44,392.0,226.2,24.2,5.74,24.3,0
6.67,250.3,191.9,25.5,6.97,25.1,1
6.58,355.3,192.2,24.2,6.33,34.8,1
7.12,117.3,264.8,25.0,5.86,45.7,1
6.34,395.8,333.7,23.7,4.32,27.9,0
7.9,233.4,220.1,22.1,7.8,4.4,1
7.0,301.5,252.4,26.4,5.21,14.4,1
6.99,288.9,226.3,23.2,7.18,33.0,1
6.74,147.4,281.4,25.5,6.21,15.3,1
7.12,161.6,163.0,26.2,4.45,21.3,0
7.66,416.1,286.0,23.2,7.5,30.1,1
6.31,347.9,288.8,21.4,6.31,5.5,0
6.47,426.0,286.6,32.3,7.6,26.2,0
6.76,339.0,147.2,23.4,5.78,18.4,1
5.92,317.2,186.5,26.9,6.84,15.0,0
6.34,92.9,219.2,30.8,3.88,22.0,0
6.62,267.6,90.3,27.4,5.4,19.3,1
7.7,296.7,327.6,24.1,4.47,34.7,0
7.21,534.4,199.0,24.8,5.55,42.0,1
7.15,382.4,222.7,22.5,6.57,26.4,1
7.68,484.3,153.8,27.6,5.27,24.0,1
6.89,371.7,93.8,26.7,7.04,25.9,1
7.31,214.6,151.7,23.5,4.97,18.9,0
6.92,314.1,217.5,21.9,7.06,17.1,1
7.21,328.3,253.9,21.0,7.57,13.5,1
6.53,187.3,212.9,28.0,7.22,16.7,1
5.05,253.9,227.7,25.4,5.59,46.3,0
6.89,275.3,173.0,25.6,3.45,23.1,0
8.14,492.7,239.7,22.5,6.7,0.6,1
7.74,50.3,318.6,20.6,5.85,24.1,1
7.77,444.7,256.4,27.9,4.83,14.1,0
7.99,187.6,264.8,25.1,5.33,30.6,1
7.07,135.4,223.5,27.7,7.72,29.5,1
7.16,441.6,79.7,23.8,4.64,30.6,0
6.51,387.8,116.4,24.3,6.56,29.6,1
6.75,450.5,236.4,27.1,6.26,26.3,1
7.49,396.1,199.1,27.2,5.57,15.4,1
7.96,547.2,235.2,27.4,6.77,29.3,1
6.89,367.0,334.1,24.1,7.96,40.2,1
6.64,281.2,258.1,26.8,5.64,48.1,1
7.0,341.2,300.7,28.3,5.71,27.6,1
7.48,449.2,207.6,24.7,6.75,28.7,1
5.84,206.5,135.4,23.5,7.1,35.0,0
5.16,221.8,195.4,29.0,5.85,44.9,0
6.56,262.9,135.6,23.0,5.63,25.1,1
6.02,47.5,324.7,26.9,3.34,36.9,0
6.59,316.6,263.2,24.8,5.07,21.8,1
6.88,73.7,241.6,19.5,4.63,33.3,0
6.64,306.4,298.9,28.4,6.82,39.7,1
8.16,403.8,38.4,16.7,5.71,17.1,1
7.26,242.8,247.1,19.0,5.66,24.7,1
7.24,501.3,95.1,26.6,5.99,39.5,1
7.5,124.7,199.4,26.6,4.96,36.2,0
6.09,443.0,175.1,23.1,7.86,40.4,0
7.83,381.0,252.9,25.4,7.56,38.5,1
6.94,94.1,218.3,17.4,7.94,26.6,1
7.54,625.3,307.6,27.1,6.82,52.0,1
6.14,292.4,151.8,25.7,5.96,31.4,0
5.76,194.7,256.7,24.9,7.94,-0.6,0
7.65,131.1,213.0,25.1,5.18,27.2,1
7.3,273.6,69.2,26.5,4.95,25.3,0
6.28,284.7,126.5,24.9,5.28,38.0,0
6.3,312.3,188.0,19.4,6.63,25.5,0
7.9,264.3,289.0,31.6,5.09,41.0,1
6.05,376.0,237.1,28.6,5.81,35.6,0
8.31,253.5,106.6,21.1,4.08,20.0,0
6.28,67.8,188.8,24.0,6.58,28.6,0
7.51,282.1,361.4,24.3,4.18,22.2,0
6.74,15.9,208.9,28.2,4.88,31.8,0
7.48,342.5,173.8,18.5,7.46,22.2,1
6.56,182.5,239.3,23.5,7.42,30.7,1
6.87,319.6,261.1,19.7,6.45,27.3,1
7.03,457.7,163.5,24.1,6.33,28.5,1
6.2,186.2,240.2,23.6,5.36,50.5,0
7.59,427.4,173.7,25.2,5.07,26.4,1
6.59,248.0,257.5,23.2,5.57,10.7,1
6.82,510.4,213.6,22.7,4.18,40.2,0
6.2,256.2,238.6,26.9,6.3,40.1,0
4.95,199.1,139.3,26.4,6.06,10.2,0
6.85,382.5,134.3,26.7,4.88,23.0,0
8.93,247.7,275.6,24.5,7.88,34.4,0
7.63,199.0,193.6,23.3,6.73,35.2,1
6.98,242.7,222.8,24.6,6.83,30.0,1
6.79,294.6,175.5,26.5,5.42,30.2,1
7.02,461.1,271.9,18.5,6.0,20.6,1
7.44,67.9,151.4,26.2,6.75,6.0,1
6.06,302.8,189.2,25.9,6.18,50.5,0
7.89,375.0,262.9,25.2,7.92,20.3,1
7.57,323.2,293.8,24.6,5.76,31.8,1
7.57,457.2,158.1,17.3,5.39,28.4,1
7.35,291.1,356.8,23.7,6.76,39.0,1
7.02,277.9,225.1,30.4,4.48,31.1,0
7.54,371.1,116.6,25.0,7.11,31.5,1
7.47,311.9,229.5,24.1,4.44,3.7,0
6.72,253.2,169.4,25.1,6.77,21.7,1
6.54,361.9,234.7,26.1,5.22,37.4,1
7.08,221.7,196.6,27.0,6.57,36.5,1
8.24,226.7,205.9,24.3,7.09,20.5,1
6.01,236.6,127.1,26.3,6.18,14.2,0
5.83,462.4,279.2,30.0,4.56,31.3,0
7.13,-86.5,107.5,28.0,4.92,0.9,0
7.04,347.5,111.3,32.0,5.13,18.5,1
7.14,304.1,229.4,23.0,3.73,47.6,0
